,Unnamed: 0,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text,AR3514 PDF Name,AR3511.1 PDF Name
377,377,43693930000000,Santa Clara,Campbell Union,Suburban,Elementary School District,6183,51,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030716&revid=Xa66GWslshvf9P3PplusvoJ1NsiA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030716&revid=kUbBE8y1J4jGSITSMplusjVGw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.0,4.5,3,7.5,0.0,3.0,0.5,10.5,Campbell_Union_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Campbell_Union_Santa_Clara_AR3511.1.pdf,campbellunionschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Campbell_Union_Santa_Clara_AR3511.1.pdf,Campbell_Union_Santa_Clara_AR3511.1.pdf
378,378,43694010000000,Santa Clara,Campbell Union High,Urban,High School District,8613,41,1,2021,2021,https://go.boarddocs.com/ca/cuhsd/Board.nsf/Public?open&id=policies#,1.0,2021,2021,https://go.boarddocs.com/ca/cuhsd/Board.nsf/Public?open&id=policies#,3.0,1,1,1,1.0,1.0,0,0.0,1.0,0,0,0,0,0.5,4.0,3,7.5,0.5,3.0,0.5,10.5,Campbell_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Campbell_Union_High_Santa_Clara_AR3511.1.pdf,pm boarddocs plus book board policy section business noninstructional operation title integrated waste management code ar status active last revised october business noninstructional operation ar integrated waste management applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal cf green school operation recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building cf expenditure purchase cf bid cf contract cf facility master plan work city county government agency locate market district reusable recyclable material cf relation governmental agency school cf relation local agency minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food http goboarddocscomcacuhsdboardnsfpublic open idpolicies pm boarddocs plus waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice campbell union high school district regulation approved november regulation revised october http goboarddocscomcacuhsdboardnsfpublic open idpolicies,Campbell_Union_High_Santa_Clara_AR3511.1.pdf,Campbell_Union_High_Santa_Clara_AR3511.1.pdf
379,379,43694190000000,Santa Clara,Cupertino Union,Urban,Elementary School District,13587,30,1,2014,2014,https://go.boarddocs.com/ca/cusdk8/Board.nsf/Public?open&id=policies#,1.0,2014,2014,https://go.boarddocs.com/ca/cusdk8/Board.nsf/Public?open&id=policies#,3.0,0,1,1,0.0,0.0,0,0.0,1.0,0,0,0,0,0.0,2.5,0,3.0,0.5,2.0,0.5,6.0,Cupertino_Union_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Cupertino_Union_Santa_Clara_AR3511.1.pdf,pm boarddocs plus book board policy section 3000business noninstructional operation title integrated waste management code status active adopted november governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation cf philosophy cf green school operation cf energy water management cf environmental safety cf integrated pest management district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf expenditure purchase cf facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf relation governmental agency school cf relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment cf staff development cf staff development cf staff development cf environmental education cf science instruction,Cupertino_Union_Santa_Clara_AR3511.1.pdf,Cupertino_Union_Santa_Clara_AR3511.1.pdf
380,380,43694270000000,Santa Clara,East Side Union High,Urban,High School District,23714,56,1,2004,2014,https://go.boarddocs.com/ca/esuhsd/Board.nsf/vpublic?open#,1.0,2010,2014,https://go.boarddocs.com/ca/esuhsd/Board.nsf/vpublic?open#,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,1,0,0,0.0,4.0,0,4.5,0.5,3.0,0.5,7.0,East_Side_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/East_Side_Union_High_Santa_Clara_AR3511.1.pdf,nan,East_Side_Union_High_Santa_Clara_AR3511.1.pdf,East_Side_Union_High_Santa_Clara_AR3511.1.pdf
381,381,43694500000000,Santa Clara,Franklin-McKinley Elementary,Urban,Elementary School District,7857,76,1,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030745&revid=ZzP3SslshnTLe94Ja2hym8nZQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030745&revid=R27CZslshcWNceddY84wGr7lg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,1.0,1,0,1,1,1.0,5.5,4,10.0,0.5,3.0,1.0,13.5,Franklin-McKinley_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Franklin-McKinley_Elementary_Santa_Clara_AR3511.1.pdf,franklinmckinleyelementaryschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum school site district facility generates four cubic yard commercial solid waste per week shall take least one following action public resource code ccr source separate recyclable material solid waste subscribe basic level recycling service may include collection selfhauling arrangement pickup recyclable material b subscribe recycling service may include mixed waste processing yield diversion result comparable source separation prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste,Franklin-McKinley_Elementary_Santa_Clara_AR3511.1.pdf,Franklin-McKinley_Elementary_Santa_Clara_AR3511.1.pdf
382,382,43694680000000,Santa Clara,Fremont Union High,Urban,High School District,9646,18,1,2011,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030747&revid=HcVPl7EcICmMvslshHqom3ySA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2011,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030747&revid=B7BxAUEyNlqSplusCsjIrhdmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,1.0,1,1,0,1,1.5,7.0,0,9.0,2.0,3.0,1.5,12.0,Fremont_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Fremont_Union_High_Santa_Clara_AR3511.1.pdf,fremontunionhighschooldistrict  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Fremont_Union_High_Santa_Clara_AR3511.1.pdf,Fremont_Union_High_Santa_Clara_AR3511.1.pdf
383,383,43694840000000,Santa Clara,Gilroy Unified,Suburban,Unified School District,10783,60,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030249&revid=MjGmXTscIgVlsm5in74Dkg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030249&revid=plusRbGybQ8uslshtolplus5xsBGDKQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,2.5,0,3.0,0.5,1.0,1.5,6.0,Gilroy_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Gilroy_Unified_Santa_Clara_AR3511.1.pdf, adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Gilroy_Unified_Santa_Clara_AR3511.1.pdf,Gilroy_Unified_Santa_Clara_AR3511.1.pdf
384,384,43695000000000,Santa Clara,Loma Prieta Joint Union Elementary,Rural,Elementary School District,424,14,1,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030511&revid=SFj4DxCZkBgREEMrKLXkPg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,Loma_Prieta_Joint_Union_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Loma_Prieta_Joint_Union_Elementary_Santa_Clara_AR3511.1.pdf,nan,Loma_Prieta_Joint_Union_Elementary_Santa_Clara_AR3511.1.pdf,Loma_Prieta_Joint_Union_Elementary_Santa_Clara_AR3511.1.pdf
385,385,43695340000000,Santa Clara,Los Gatos-Saratoga Union High,Suburban,High School District,3183,11,1,2007,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030307&revid=nSlx9xrfLl1absYT1nf7FQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2007,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030307&revid=QgFlfcE2LHPathz4ZneuEw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,0,0,0,1,0.5,3.0,0,3.0,0.0,2.0,0.5,6.0,Los_Gatos-Saratoga_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Los_Gatos-Saratoga_Union_High_Santa_Clara_AR3511.1.pdf,losgatossaratogaunionhighschool  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Los_Gatos-Saratoga_Union_High_Santa_Clara_AR3511.1.pdf,Los_Gatos-Saratoga_Union_High_Santa_Clara_AR3511.1.pdf
386,386,43695830000000,Santa Clara,Morgan Hill Unified,Suburban,Unified School District,8574,43,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030336&revid=72ijpluscNouLe8zAarFhUslshJQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,0,1,1,1.0,1.0,0,1.0,0.0,1,1,0,1,1.0,4.0,3,7.5,0.5,3.0,0.0,10.5,Morgan_Hill_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Morgan_Hill_Unified_Santa_Clara_AR3511.1.pdf,nan,Morgan_Hill_Unified_Santa_Clara_AR3511.1.pdf,Morgan_Hill_Unified_Santa_Clara_AR3511.1.pdf
387,387,43695910000000,Santa Clara,Mountain View Whisman,Urban,Elementary School District,4590,37,1,2022,2022,https://www.mvwsd.org/cms/One.aspx?portalId=418858&pageId=22460974,0.0,,,,2.0,0,0,0,0.0,1.0,0,0.0,1.0,1,1,1,1,1.5,6.0,0,8.5,2.5,3.0,1.0,10.0,Mountain_View_Whisman_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Mountain_View_Whisman_Santa_Clara_AR3511.1.pdf,nan,Mountain_View_Whisman_Santa_Clara_AR3511.1.pdf,Mountain_View_Whisman_Santa_Clara_AR3511.1.pdf
388,388,43696090000000,Santa Clara,Mountain View-Los Altos Union High,Urban,High School District,4406,18,1,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030803&revid=BbX2lTxCb4lmORJpSwXdRA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030803&revid=4ypGbwza9xzReWLMDspwnQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,1.0,0,1,0,0,0.0,4.5,0,6.0,1.5,3.0,1.0,9.5,Mountain_View-Los_Altos_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Mountain_View-Los_Altos_Union_High_Santa_Clara_AR3511.1.pdf,mountainviewlosaltoshighschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum school site district facility generates four cubic yard commercial solid waste per week shall take least one following action public resource code ccr source separate recyclable material solid waste subscribe basic level recycling service may include collection selfhauling arrangement pickup recyclable material b subscribe recycling service may include mixed waste processing yield diversion result comparable source separation prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste,Mountain_View-Los_Altos_Union_High_Santa_Clara_AR3511.1.pdf,Mountain_View-Los_Altos_Union_High_Santa_Clara_AR3511.1.pdf
389,389,43696410000000,Santa Clara,Palo Alto Unified,Urban,Unified School District,10271,19,1,2010,2013,https://go.boarddocs.com/ca/pausd/Board.nsf/Public?open&id=policies#,1.0,2010,2010,https://go.boarddocs.com/ca/pausd/Board.nsf/Public?open&id=policies#,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.0,5.0,3,10.5,2.5,3.0,1.0,13.5,Palo_Alto_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Palo_Alto_Unified_Santa_Clara_AR3511.1.pdf,pm boarddocs plus book pausd policy regulation section business noninstructional operation title integrated waste management code ar status active adopted january ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use nonbiodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building cf expenditure purchase cf bid cf contract cf facility master plan work vendor contractor use packaging delivery material generate less waste work city county government agency locate market district reusable recyclable material cf relation governmental agency school cf relation local agency http goboarddocscomcapausdboardnsfpublic open idpolicies,Palo_Alto_Unified_Santa_Clara_AR3511.1.pdf,Palo_Alto_Unified_Santa_Clara_AR3511.1.pdf
390,390,43696660000000,Santa Clara,San Jose Unified,Urban,Unified School District,25745,50,1,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030421&revid=Cav2QDi1F7mi6Zhq8ppZOw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,1,0,1,0.0,0.0,0,0.0,0.0,1,0,0,1,1.0,4.0,0,4.5,0.5,2.5,0.5,7.5,San_Jose_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/San_Jose_Unified_Santa_Clara_AR3511.1.pdf,nan,San_Jose_Unified_Santa_Clara_AR3511.1.pdf,San_Jose_Unified_Santa_Clara_AR3511.1.pdf
391,391,43696740000000,Santa Clara,Santa Clara Unified,Urban,Unified School District,14236,42,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030433&revid=pAiDTVlSOgb9ZqpWMwgINQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,1,1,1,1.0,1.0,0,1.0,0.0,1,0,1,1,3.0,9.0,4,15.5,2.5,3.0,2.5,18.0,Santa_Clara_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Santa_Clara_Unified_Santa_Clara_AR3511.1.pdf,nan,Santa_Clara_Unified_Santa_Clara_AR3511.1.pdf,Santa_Clara_Unified_Santa_Clara_AR3511.1.pdf
392,392,44697570000000,Santa Cruz,Happy Valley Elementary,Rural,Elementary School District,122,11,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030781&revid=HTsGWqTT4edwnkWjhW545A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030781&revid=XMGWaQ2BLwEpGHmAdtskhA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,4.5,4,8.5,0.0,3.0,0.0,11.5,Happy_Valley_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Happy_Valley_Elementary_Santa_Cruz_AR3511.1.pdf,happyvalleyelementaryschooldistrict  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Happy_Valley_Elementary_Santa_Cruz_AR3511.1.pdf,Happy_Valley_Elementary_Santa_Cruz_AR3511.1.pdf
